class,questons,label
disseminated,Is there an object in the image that produces insulin?,0
disseminated,Does the image contain a structure that regulates neurotransmitters?,0
disseminated,Is there something in the image that could be a spinal cord segment?,0
disseminated,Is the object responsible for pumping blood?,0
disseminated,Does the image contain a gland of the endocrine system?,0
dividing,Is there a structure in the image that might produce bile?,1
dividing,Does the image show an organ that could be involved in detoxifying substances?,1
dividing,Is there something in the image that is connected to the gallbladder?,1
dividing,Does the image include a structure composed of lobules?,1
dividing,Is there a part of the digestive system visible in the image?,1
dividing,Is there an object in the image that produces insulin?,0
dividing,Does the image contain a structure that regulates neurotransmitters?,0
dividing,Is there something in the image that could be a spinal cord segment?,0
dividing,Is the object responsible for pumping blood?,0
dividing,Does the image contain a gland of the endocrine system?,0
divisions,Is there a structure in the image that might produce bile?,1
divisions,Does the image show an organ that could be involved in detoxifying substances?,1
divisions,Is there something in the image that is connected to the gallbladder?,1
divisions,Does the image include a structure composed of lobules?,1
divisions,Is there a part of the digestive system visible in the image?,1
divisions,Is there an object in the image that produces insulin?,0
divisions,Does the image contain a structure that regulates neurotransmitters?,0
divisions,Is there something in the image that could be a spinal cord segment?,0
divisions,Is the object responsible for pumping blood?,0
divisions,Does the image contain a gland of the endocrine system?,0
dome,Is there a structure in the image that might produce bile?,1
dome,Does the image show an organ that could be involved in detoxifying substances?,1
dome,Is there something in the image that is connected to the gallbladder?,1
dome,Does the image include a structure composed of lobules?,1
dome,Is there a part of the digestive system visible in the image?,1
dome,Is there an object in the image that produces insulin?,0
dome,Does the image contain a structure that regulates neurotransmitters?,0
dome,Is there something in the image that could be a spinal cord segment?,0
dome,Is the object responsible for pumping blood?,0
dome,Does the image contain a gland of the endocrine system?,0
drugs,Is there a structure in the image that might produce bile?,1
drugs,Does the image show an organ that could be involved in detoxifying substances?,1
drugs,Is there something in the image that is connected to the gallbladder?,1
drugs,Does the image include a structure composed of lobules?,1
drugs,Is there a part of the digestive system visible in the image?,1
drugs,Is there an object in the image that produces insulin?,0
drugs,Does the image contain a structure that regulates neurotransmitters?,0
drugs,Is there something in the image that could be a spinal cord segment?,0
drugs,Is the object responsible for pumping blood?,0
drugs,Does the image contain a gland of the endocrine system?,0
duct,Is there a structure in the image that might produce bile?,1
duct,Does the image show an organ that could be involved in detoxifying substances?,1
duct,Is there something in the image that is connected to the gallbladder?,1
duct,Does the image include a structure composed of lobules?,1
duct,Is there a part of the digestive system visible in the image?,1
duct,Is there an object in the image that produces insulin?,0
duct,Does the image contain a structure that regulates neurotransmitters?,0
duct,Is there something in the image that could be a spinal cord segment?,0
duct,Is the object responsible for pumping blood?,0
duct,Does the image contain a gland of the endocrine system?,0
ductopenia,Is there a structure in the image that might produce bile?,1
ductopenia,Does the image show an organ that could be involved in detoxifying substances?,1
ductopenia,Is there something in the image that is connected to the gallbladder?,1
ductopenia,Does the image include a structure composed of lobules?,1
ductopenia,Is there a part of the digestive system visible in the image?,1
ductopenia,Is there an object in the image that produces insulin?,0
ductopenia,Does the image contain a structure that regulates neurotransmitters?,0
ductopenia,Is there something in the image that could be a spinal cord segment?,0
ductopenia,Is the object responsible for pumping blood?,0
ductopenia,Does the image contain a gland of the endocrine system?,0
ducts,Is there a structure in the image that might produce bile?,1
ducts,Does the image show an organ that could be involved in detoxifying substances?,1
